Left,Gestures,index_finger_dip,index_finger_mcp,index_finger_pip,index_finger_tip,middle_finger_dip,middle_finger_mcp,middle_finger_pip,middle_finger_tip,pinky_finger_dip,pinky_finger_mcp,pinky_finger_pip,pinky_finger_tip,ring_finger_dip,ring_finger_mcp,ring_finger_pip,ring_finger_tip,thumb_cmc,thumb_ip,thumb_mcp,thumb_tip,wrist
1.0,{'Open_Palm': 0.578939437866211},"{'x': 0.340485811233521, 'y': 0.385309010744095, 'z': -0.025290219113231}","{'x': 0.374273031949997, 'y': 0.491309553384781, 'z': -0.001662138733082}","{'x': 0.353206008672714, 'y': 0.425163686275482, 'z': -0.012966517359018}","{'x': 0.331076622009277, 'y': 0.350162744522095, 'z': -0.034785531461239}","{'x': 0.381046742200851, 'y': 0.343929350376129, 'z': -0.024041319265962}","{'x': 0.404421776533127, 'y': 0.475717335939407, 'z': -0.005257316865027}","{'x': 0.391209840774536, 'y': 0.394012928009033, 'z': -0.013398122042418}","{'x': 0.374804258346558, 'y': 0.3030766248703, 'z': -0.032636690884829}","{'x': 0.458140313625336, 'y': 0.385169118642807, 'z': -0.036346655339003}","{'x': 0.464100152254105, 'y': 0.487562656402588, 'z': -0.022369997575879}","{'x': 0.463050574064255, 'y': 0.426670074462891, 'z': -0.031663279980421}","{'x': 0.452464520931244, 'y': 0.348610818386078, 'z': -0.039854593575001}","{'x': 0.414833039045334, 'y': 0.348287582397461, 'z': -0.031093930825591}","{'x': 0.433785140514374, 'y': 0.47525480389595, 'z': -0.012691025622189}","{'x': 0.424737840890884, 'y': 0.39635694026947, 'z': -0.022241434082389}","{'x': 0.406474649906158, 'y': 0.308426320552826, 'z': -0.037981241941452}","{'x': 0.383759677410126, 'y': 0.651018857955933, 'z': -0.016428539529443}","{'x': 0.306279599666595, 'y': 0.557552099227905, 'z': -0.028981819748878}","{'x': 0.335083305835724, 'y': 0.603008091449738, 'z': -0.022718954831362}","{'x': 0.282870799303055, 'y': 0.520146310329437, 'z': -0.0349324606359}","{'x': 0.444836884737015, 'y': 0.665142774581909, 'z': 2.505395e-07}"
1.0,{'Open_Palm': 0.587027013301849},"{'x': 0.286460787057877, 'y': 0.376594364643097, 'z': -0.013379886746407}","{'x': 0.326749920845032, 'y': 0.491428703069687, 'z': 0.005367216654122}","{'x': 0.300437867641449, 'y': 0.419149219989777, 'z': -0.002341480227187}","{'x': 0.276423931121826, 'y': 0.337576806545258, 'z': -0.023239284753799}","{'x': 0.327737808227539, 'y': 0.33095782995224, 'z': -0.015119780786335}","{'x': 0.361141473054886, 'y': 0.468768566846848, 'z': -0.000184259595699}","{'x': 0.340180605649948, 'y': 0.383884459733963, 'z': -0.004812689032406}","{'x': 0.318600296974182, 'y': 0.287622034549713, 'z': -0.024623060598969}","{'x': 0.419976949691772, 'y': 0.370818823575974, 'z': -0.037972424179316}","{'x': 0.430294781923294, 'y': 0.476169973611832, 'z': -0.02216075360775}","{'x': 0.426284730434418, 'y': 0.413244336843491, 'z': -0.032396622002125}","{'x': 0.412265777587891, 'y': 0.330215632915497, 'z': -0.042937733232975}","{'x': 0.369105249643326, 'y': 0.329535067081451, 'z': -0.027573758736253}","{'x': 0.394935369491577, 'y': 0.465279281139374, 'z': -0.010032370686531}","{'x': 0.380727678537369, 'y': 0.380755245685577, 'z': -0.018365548923612}","{'x': 0.357340782880783, 'y': 0.284139454364777, 'z': -0.036222353577614}","{'x': 0.355349332094193, 'y': 0.670921742916107, 'z': -0.015109605155885}","{'x': 0.2663354575634, 'y': 0.564646244049072, 'z': -0.023341033607721}","{'x': 0.299592792987823, 'y': 0.620414137840271, 'z': -0.019098134711385}","{'x': 0.2363271266222, 'y': 0.523445188999176, 'z': -0.027085365727544}","{'x': 0.424226075410843, 'y': 0.675652742385864, 'z': 2.54308361e-07}"
1.0,{'Open_Palm': 0.595584988594055},"{'x': 0.209409728646278, 'y': 0.248829677700996, 'z': -0.031754724681377}","{'x': 0.25966489315033, 'y': 0.396742671728134, 'z': -0.001666112802923}","{'x': 0.22648099064827, 'y': 0.303816676139832, 'z': -0.015733972191811}","{'x': 0.19689504802227, 'y': 0.197467759251595, 'z': -0.045285679399967}","{'x': 0.268007695674896, 'y': 0.193854287266731, 'z': -0.030790090560913}","{'x': 0.304852217435837, 'y': 0.370116978883743, 'z': -0.006928422488272}","{'x': 0.281066238880157, 'y': 0.260928064584732, 'z': -0.016672534868121}","{'x': 0.257672190666199, 'y': 0.136714726686478, 'z': -0.043199982494116}","{'x': 0.389584571123123, 'y': 0.247504472732544, 'z': -0.056000947952271}","{'x': 0.39496773481369, 'y': 0.384668320417404, 'z': -0.032589003443718}","{'x': 0.394236654043198, 'y': 0.303206026554108, 'z': -0.048492439091206}","{'x': 0.383146315813065, 'y': 0.193029552698135, 'z': -0.062049463391304}","{'x': 0.319561749696732, 'y': 0.196460917592049, 'z': -0.044060330837965}","{'x': 0.349021226167679, 'y': 0.368131548166275, 'z': -0.018132520839572}","{'x': 0.333125054836273, 'y': 0.261089086532593, 'z': -0.032354366034269}","{'x': 0.305860668420792, 'y': 0.137206017971039, 'z': -0.054384529590607}","{'x': 0.295791059732437, 'y': 0.620715498924255, 'z': -0.025380315259099}","{'x': 0.179373443126678, 'y': 0.48247230052948, 'z': -0.043199982494116}","{'x': 0.223539263010025, 'y': 0.55609405040741, 'z': -0.034752916544676}","{'x': 0.14108894765377, 'y': 0.421977639198303, 'z': -0.050395634025335}","{'x': 0.385406792163849, 'y': 0.634820282459259, 'z': 3.87073982e-07}"
1.0,{'Open_Palm': 0.743598699569702},"{'x': 0.538085460662842, 'y': 0.251639425754547, 'z': -0.024600746110082}","{'x': 0.565939009189606, 'y': 0.395008951425552, 'z': -0.003155243350193}","{'x': 0.553339064121246, 'y': 0.30378594994545, 'z': -0.013988869264722}","{'x': 0.522340893745422, 'y': 0.212598547339439, 'z': -0.03197455778718}","{'x': 0.475788682699203, 'y': 0.250215321779251, 'z': -0.025028213858604}","{'x': 0.525354743003845, 'y': 0.400203734636307, 'z': -0.008811170235276}","{'x': 0.498400181531906, 'y': 0.304462373256683, 'z': -0.015324705280364}","{'x': 0.457418262958527, 'y': 0.210787624120712, 'z': -0.032551635056734}","{'x': 0.398270308971405, 'y': 0.388803482055664, 'z': -0.038856782019138}","{'x': 0.456735998392105, 'y': 0.469742834568024, 'z': -0.025156451389194}","{'x': 0.419569313526154, 'y': 0.421997636556625, 'z': -0.034453868865967}","{'x': 0.383307725191116, 'y': 0.361093759536743, 'z': -0.040951371192932}","{'x': 0.44258451461792, 'y': 0.281665563583374, 'z': -0.034453868865967}","{'x': 0.489268273115158, 'y': 0.426450312137604, 'z': -0.016532300040126}","{'x': 0.460860460996628, 'y': 0.334057807922363, 'z': -0.024258770048618}","{'x': 0.430672943592072, 'y': 0.242676228284836, 'z': -0.042490255087614}","{'x': 0.614431977272034, 'y': 0.555195391178131, 'z': -0.00992258451879}","{'x': 0.645264804363251, 'y': 0.424917459487915, 'z': -0.021330619230866}","{'x': 0.641241192817688, 'y': 0.488266825675964, 'z': -0.01506822463125}","{'x': 0.640073955059052, 'y': 0.3735311627388, 'z': -0.028298337012529}","{'x': 0.563418209552765, 'y': 0.623565495014191, 'z': 3.37220172e-07}"
1.0,{'Open_Palm': 0.742746114730835},"{'x': 0.564133822917938, 'y': 0.258732527494431, 'z': -0.010496948845685}","{'x': 0.589391708374023, 'y': 0.412882059812546, 'z': 6.2582250393e-05}","{'x': 0.578443706035614, 'y': 0.311706334352493, 'z': -0.005570044275373}","{'x': 0.550000369548798, 'y': 0.222075209021568, 'z': -0.01337959151715}","{'x': 0.506961047649384, 'y': 0.248368218541145, 'z': -0.014390238560736}","{'x': 0.548545837402344, 'y': 0.417231053113937, 'z': -0.005854288581759}","{'x': 0.527925670146942, 'y': 0.306889086961746, 'z': -0.009222155436873}","{'x': 0.490976810455322, 'y': 0.210555672645569, 'z': -0.018421340733767}","{'x': 0.423786342144012, 'y': 0.394587159156799, 'z': -0.021315468475223}","{'x': 0.477869987487793, 'y': 0.485308080911636, 'z': -0.01689388602972}","{'x': 0.442702054977417, 'y': 0.430119454860687, 'z': -0.020247399806976}","{'x': 0.411788761615753, 'y': 0.364824593067169, 'z': -0.021189138293266}","{'x': 0.469862937927246, 'y': 0.28403639793396, 'z': -0.020660845562816}","{'x': 0.511006951332092, 'y': 0.443088710308075, 'z': -0.011668380349874}","{'x': 0.486360549926758, 'y': 0.340173840522766, 'z': -0.014505084604025}","{'x': 0.459953010082245, 'y': 0.245617285370827, 'z': -0.026161979883909}","{'x': 0.638956367969513, 'y': 0.573640763759613, 'z': 0.000487737735966}","{'x': 0.672044336795807, 'y': 0.438644230365753, 'z': -0.005621725227684}","{'x': 0.664782643318176, 'y': 0.508495688438416, 'z': -0.002028472255915}","{'x': 0.66742730140686, 'y': 0.384185522794724, 'z': -0.009342744015157}","{'x': 0.587213218212128, 'y': 0.647720456123352, 'z': 3.66605235e-07}"
1.0,{'None': 0.94370025396347},"{'x': 0.531779885292053, 'y': 0.280061721801758, 'z': 0.070373840630054}","{'x': 0.592954874038696, 'y': 0.407482117414474, 'z': 0.073538690805435}","{'x': 0.565386772155762, 'y': 0.325429260730743, 'z': 0.072263963520527}","{'x': 0.498385161161423, 'y': 0.257559239864349, 'z': 0.068351857364178}","{'x': 0.529678225517273, 'y': 0.267856776714325, 'z': 0.005313202738762}","{'x': 0.595610678195953, 'y': 0.418166518211365, 'z': 0.01684620603919}","{'x': 0.573082149028778, 'y': 0.313238918781281, 'z': 0.007725298404694}","{'x': 0.4866643846035, 'y': 0.249850183725357, 'z': 0.004851663485169}","{'x': 0.508036494255066, 'y': 0.376756280660629, 'z': -0.1036486774683}","{'x': 0.572551310062408, 'y': 0.466089904308319, 'z': -0.083296962082386}","{'x': 0.544719517230988, 'y': 0.402256548404694, 'z': -0.099692620337009}","{'x': 0.474504023790359, 'y': 0.366771757602692, 'z': -0.105582743883133}","{'x': 0.519310176372528, 'y': 0.309399902820587, 'z': -0.050417739897966}","{'x': 0.588866770267487, 'y': 0.439647972583771, 'z': -0.036725386977196}","{'x': 0.561423480510712, 'y': 0.343565195798874, 'z': -0.050417739897966}","{'x': 0.482509046792984, 'y': 0.300767660140991, 'z': -0.049318835139275}","{'x': 0.57434219121933, 'y': 0.547346353530884, 'z': 0.085802465677261}","{'x': 0.541308641433716, 'y': 0.429945528507233, 'z': 0.120527848601341}","{'x': 0.559515714645386, 'y': 0.480198860168457, 'z': 0.113758593797684}","{'x': 0.518059134483337, 'y': 0.381745904684067, 'z': 0.122901476919651}","{'x': 0.608968734741211, 'y': 0.638714194297791, 'z': -4.27247414e-07}"
1.0,{'Open_Palm': 0.638122022151947},"{'x': 0.448655068874359, 'y': 0.360197871923447, 'z': -0.016398811712861}","{'x': 0.479574024677277, 'y': 0.502859532833099, 'z': 0.002652311464772}","{'x': 0.458001136779785, 'y': 0.413080483675003, 'z': -0.005313548259437}","{'x': 0.443054348230362, 'y': 0.312370121479034, 'z': -0.026633193716407}","{'x': 0.511955678462982, 'y': 0.324800461530685, 'z': -0.015565780922771}","{'x': 0.522645711898804, 'y': 0.488036632537842, 'z': -0.001131286029704}","{'x': 0.514947056770325, 'y': 0.385808736085892, 'z': -0.005384951364249}","{'x': 0.510260820388794, 'y': 0.275181770324707, 'z': -0.025300344452262}","{'x': 0.624802827835083, 'y': 0.406157165765762, 'z': -0.041651554405689}","{'x': 0.601226091384888, 'y': 0.520840585231781, 'z': -0.022134827449918}","{'x': 0.617052435874939, 'y': 0.452989965677261, 'z': -0.03448748961091}","{'x': 0.630893051624298, 'y': 0.358818292617798, 'z': -0.0478873886168}","{'x': 0.558672308921814, 'y': 0.341090232133865, 'z': -0.030893554911017}","{'x': 0.562214136123657, 'y': 0.496091306209564, 'z': -0.0102046309039}","{'x': 0.561993002891541, 'y': 0.398751497268677, 'z': -0.020135551691055}","{'x': 0.55427086353302, 'y': 0.289528489112854, 'z': -0.040794726461172}","{'x': 0.490620344877243, 'y': 0.713536083698273, 'z': -0.021492203697562}","{'x': 0.401127129793167, 'y': 0.578502833843231, 'z': -0.031179163604975}","{'x': 0.433821439743042, 'y': 0.643766641616821, 'z': -0.026823602616787}","{'x': 0.369982540607452, 'y': 0.529876887798309, 'z': -0.034439884126186}","{'x': 0.566523611545563, 'y': 0.741983473300934, 'z': 3.96584625e-07}"
1.0,{'None': 0.535408139228821},"{'x': 0.460550963878632, 'y': 0.295453429222107, 'z': -0.02066202647984}","{'x': 0.491347968578339, 'y': 0.391892611980438, 'z': 0.003354727989063}","{'x': 0.476320892572403, 'y': 0.331110835075378, 'z': -0.006852036807686}","{'x': 0.444982409477234, 'y': 0.262443542480469, 'z': -0.032915849238634}","{'x': 0.454267770051956, 'y': 0.289412558078766, 'z': -0.042823191732168}","{'x': 0.486641317605972, 'y': 0.397487819194794, 'z': -0.010828010737896}","{'x': 0.471464693546295, 'y': 0.330635488033295, 'z': -0.024295806884766}","{'x': 0.439168393611908, 'y': 0.253047376871109, 'z': -0.059215940535069}","{'x': 0.43804395198822, 'y': 0.352298408746719, 'z': -0.058498956263065}","{'x': 0.470315128564835, 'y': 0.429448068141937, 'z': -0.040835205465555}","{'x': 0.453587472438812, 'y': 0.384583175182343, 'z': -0.050416652113199}","{'x': 0.424952149391174, 'y': 0.324702978134155, 'z': -0.067265659570694}","{'x': 0.447924733161926, 'y': 0.308294177055359, 'z': -0.053121618926525}","{'x': 0.479453295469284, 'y': 0.409994959831238, 'z': -0.02584382891655}","{'x': 0.463793903589249, 'y': 0.349145263433456, 'z': -0.038162831217051}","{'x': 0.432823330163956, 'y': 0.277375549077988, 'z': -0.066613860428333}","{'x': 0.472845047712326, 'y': 0.496089726686478, 'z': 0.003527862019837}","{'x': 0.455624341964722, 'y': 0.416656702756882, 'z': -0.011781265959144}","{'x': 0.464615792036057, 'y': 0.451770037412643, 'z': -0.001692640478723}","{'x': 0.446153253316879, 'y': 0.378946244716644, 'z': -0.024344692006707}","{'x': 0.49887615442276, 'y': 0.553236484527588, 'z': -2.4615517e-08}"
1.0,{'Open_Palm': 0.653972864151001},"{'x': 0.525559365749359, 'y': 0.289666652679443, 'z': -0.019000422209501}","{'x': 0.557572364807129, 'y': 0.45141413807869, 'z': -0.010251986794174}","{'x': 0.541476726531982, 'y': 0.346714615821838, 'z': -0.015659200027585}","{'x': 0.512272357940674, 'y': 0.247010171413422, 'z': -0.021639989688993}","{'x': 0.458477914333344, 'y': 0.29830738902092, 'z': -0.028266750276089}","{'x': 0.518400013446808, 'y': 0.465902388095856, 'z': -0.014300435781479}","{'x': 0.484936475753784, 'y': 0.358471274375916, 'z': -0.021383827552199}","{'x': 0.439316749572754, 'y': 0.254633009433746, 'z': -0.033724080771208}","{'x': 0.390280604362488, 'y': 0.469134628772736, 'z': -0.034191850572824}","{'x': 0.461956173181534, 'y': 0.543879628181458, 'z': -0.019535018131137}","{'x': 0.417328774929047, 'y': 0.500465989112854, 'z': -0.028845895081758}","{'x': 0.369393646717072, 'y': 0.439742773771286, 'z': -0.036842554807663}","{'x': 0.429100275039673, 'y': 0.342258214950562, 'z': -0.033924549818039}","{'x': 0.486536622047424, 'y': 0.499395102262497, 'z': -0.017430046573281}","{'x': 0.451332867145538, 'y': 0.400748789310455, 'z': -0.024925526231527}","{'x': 0.41483199596405, 'y': 0.299424767494202, 'z': -0.041074771434069}","{'x': 0.626692116260529, 'y': 0.590555310249329, 'z': -0.002741195028648}","{'x': 0.656571507453918, 'y': 0.441667258739471, 'z': -0.013944038189948}","{'x': 0.647634088993073, 'y': 0.518035888671875, 'z': -0.008547962643206}","{'x': 0.664900481700897, 'y': 0.384159296751022, 'z': -0.019891414791346}","{'x': 0.583042740821838, 'y': 0.671944379806519, 'z': 4.78900517e-07}"
1.0,{'Open_Palm': 0.691810369491577},"{'x': 0.524136483669281, 'y': 0.291881829500198, 'z': 0.000491463113576}","{'x': 0.556507527828217, 'y': 0.448130130767822, 'z': 0.000656872405671}","{'x': 0.539148390293121, 'y': 0.346060156822205, 'z': 0.001052357372828}","{'x': 0.511454045772552, 'y': 0.252008736133575, 'z': -0.000471042178106}","{'x': 0.459624409675598, 'y': 0.303754031658173, 'z': -0.006060924381018}","{'x': 0.516514956951141, 'y': 0.463164985179901, 'z': -0.00225310632959}","{'x': 0.484746158123016, 'y': 0.359392762184143, 'z': -0.002069318201393}","{'x': 0.441531807184219, 'y': 0.263950288295746, 'z': -0.009927282109857}","{'x': 0.3975630402565, 'y': 0.472698897123337, 'z': -0.010346591472626}","{'x': 0.461273014545441, 'y': 0.541337251663208, 'z': -0.005464633926749}","{'x': 0.421008884906769, 'y': 0.501802325248718, 'z': -0.008064894936979}","{'x': 0.380311667919159, 'y': 0.445808947086334, 'z': -0.011511944234371}","{'x': 0.430433988571167, 'y': 0.348232924938202, 'z': -0.011501053348184}","{'x': 0.484822332859039, 'y': 0.497155785560608, 'z': -0.004326508846134}","{'x': 0.451384782791138, 'y': 0.403558790683746, 'z': -0.004903739318252}","{'x': 0.417125165462494, 'y': 0.30780029296875, 'z': -0.01785059273243}","{'x': 0.625726103782654, 'y': 0.587961375713348, 'z': 0.00032350118272}","{'x': 0.65852290391922, 'y': 0.440904140472412, 'z': -0.005135176703334}","{'x': 0.64802360534668, 'y': 0.516909897327423, 'z': -0.002347042551264}","{'x': 0.670455276966095, 'y': 0.386035352945328, 'z': -0.008309946395457}","{'x': 0.579758882522583, 'y': 0.666848063468933, 'z': 4.76953062e-07}"
1.0,{'Open_Palm': 0.55922943353653},"{'x': 0.335689067840576, 'y': 0.308202683925629, 'z': -0.006901428569108}","{'x': 0.372361093759537, 'y': 0.425133645534515, 'z': 0.009042893536389}","{'x': 0.348951876163483, 'y': 0.352686733007431, 'z': 0.002965903375298}","{'x': 0.326321482658386, 'y': 0.268153369426727, 'z': -0.015876915305853}","{'x': 0.384194284677505, 'y': 0.263622015714645, 'z': -0.010359920561314}","{'x': 0.40917307138443, 'y': 0.403879731893539, 'z': 0.002789608202875}","{'x': 0.394143223762512, 'y': 0.317861199378967, 'z': -0.000983881414868}","{'x': 0.376397669315338, 'y': 0.219758287072182, 'z': -0.019122816622257}","{'x': 0.486790597438812, 'y': 0.29288050532341, 'z': -0.036482684314251}","{'x': 0.482825100421906, 'y': 0.412247031927109, 'z': -0.019776144996285}","{'x': 0.488124996423721, 'y': 0.34112960100174, 'z': -0.030094586312771}","{'x': 0.48247092962265, 'y': 0.247251659631729, 'z': -0.041813012212515}","{'x': 0.425830453634262, 'y': 0.265779256820679, 'z': -0.026195356622338}","{'x': 0.445445388555527, 'y': 0.401317328214645, 'z': -0.007559942547232}","{'x': 0.436876356601715, 'y': 0.317111909389496, 'z': -0.016073951497674}","{'x': 0.414602875709534, 'y': 0.221609964966774, 'z': -0.034844178706408}","{'x': 0.390477269887924, 'y': 0.608771204948425, 'z': -0.011656207032502}","{'x': 0.302020907402039, 'y': 0.50627076625824, 'z': -0.016333209350705}","{'x': 0.336050480604172, 'y': 0.556702554225922, 'z': -0.013543600216508}","{'x': 0.271587312221527, 'y': 0.474012970924377, 'z': -0.019205778837204}","{'x': 0.460552185773849, 'y': 0.621883571147919, 'z': 2.58561016e-07}"
1.0,{'Open_Palm': 0.601231873035431},"{'x': 0.439841151237488, 'y': 0.253664433956146, 'z': -0.009292865172029}","{'x': 0.477706491947174, 'y': 0.375954538583755, 'z': 0.007104809395969}","{'x': 0.451880633831024, 'y': 0.300163775682449, 'z': 0.000673885806464}","{'x': 0.430981040000916, 'y': 0.212385237216949, 'z': -0.017871681600809}","{'x': 0.496910989284515, 'y': 0.221875905990601, 'z': -0.007227218244225}","{'x': 0.516771852970123, 'y': 0.359933435916901, 'z': 0.005041711498052}","{'x': 0.503912389278412, 'y': 0.273644626140594, 'z': 0.001853982917964}","{'x': 0.493711143732071, 'y': 0.180180981755257, 'z': -0.014821661636233}","{'x': 0.608346164226532, 'y': 0.267629325389862, 'z': -0.027113543823361}","{'x': 0.595664024353027, 'y': 0.377672523260117, 'z': -0.010914782993495}","{'x': 0.604534029960632, 'y': 0.310959666967392, 'z': -0.021605148911476}","{'x': 0.61110645532608, 'y': 0.226761654019356, 'z': -0.030683802440763}","{'x': 0.539717495441437, 'y': 0.2287557721138, 'z': -0.021176718175411}","{'x': 0.555404603481293, 'y': 0.362019628286362, 'z': -0.001786403008737}","{'x': 0.546847522258759, 'y': 0.279920697212219, 'z': -0.011149398982525}","{'x': 0.534197807312012, 'y': 0.185403987765312, 'z': -0.028398836031556}","{'x': 0.495285600423813, 'y': 0.564824044704437, 'z': -0.018432721495628}","{'x': 0.395010441541672, 'y': 0.462988317012787, 'z': -0.024134930223227}","{'x': 0.433853626251221, 'y': 0.511434614658356, 'z': -0.021584745496511}","{'x': 0.365020364522934, 'y': 0.42025500535965, 'z': -0.02527741342783}","{'x': 0.571416318416595, 'y': 0.581918597221375, 'z': 3.09122498e-07}"
1.0,{'Open_Palm': 0.612504422664642},"{'x': 0.578816056251526, 'y': 0.357017695903778, 'z': -0.008284513838589}","{'x': 0.615660905838013, 'y': 0.506772696971893, 'z': 0.008843020536005}","{'x': 0.589277863502502, 'y': 0.412841707468033, 'z': 0.001807389315218}","{'x': 0.573306381702423, 'y': 0.307349383831024, 'z': -0.017462639138103}","{'x': 0.642586588859558, 'y': 0.323059678077698, 'z': -0.00623975880444}","{'x': 0.660464227199554, 'y': 0.491486400365829, 'z': 0.005820879712701}","{'x': 0.64732950925827, 'y': 0.386126160621643, 'z': 0.002372101414949}","{'x': 0.640284657478333, 'y': 0.273712694644928, 'z': -0.014037131331861}","{'x': 0.777886211872101, 'y': 0.396361947059631, 'z': -0.035719595849514}","{'x': 0.74975174665451, 'y': 0.521170556545258, 'z': -0.015315491706133}","{'x': 0.76788055896759, 'y': 0.446867793798447, 'z': -0.028099086135626}","{'x': 0.787150084972382, 'y': 0.345477521419525, 'z': -0.041577711701393}","{'x': 0.691812455654144, 'y': 0.34001299738884, 'z': -0.024276418611407}","{'x': 0.704193294048309, 'y': 0.498195916414261, 'z': -0.003270366229117}","{'x': 0.697887361049652, 'y': 0.399268537759781, 'z': -0.013813729397953}","{'x': 0.686674237251282, 'y': 0.288220852613449, 'z': -0.032865006476641}","{'x': 0.632588684558868, 'y': 0.726334512233734, 'z': -0.021483886986971}","{'x': 0.529862999916077, 'y': 0.582153975963593, 'z': -0.027776392176747}","{'x': 0.569060802459717, 'y': 0.651824414730072, 'z': -0.024909391999245}","{'x': 0.497524589300156, 'y': 0.527936041355133, 'z': -0.028818938881159}","{'x': 0.714740574359894, 'y': 0.755870342254639, 'z': 4.57922653e-07}"
1.0,{'Open_Palm': 0.673361003398895},"{'x': 0.717616379261017, 'y': 0.285727679729462, 'z': 0.007620580494404}","{'x': 0.7499840259552, 'y': 0.423611253499985, 'z': 0.015571501106024}","{'x': 0.724488854408264, 'y': 0.337750762701035, 'z': 0.014090670272708}","{'x': 0.715355575084686, 'y': 0.239866375923157, 'z': 0.001434554462321}","{'x': 0.773033142089844, 'y': 0.264938056468964, 'z': 0.018601506948471}","{'x': 0.791334569454193, 'y': 0.411987483501434, 'z': 0.019786171615124}","{'x': 0.775511085987091, 'y': 0.321741163730621, 'z': 0.022964261472225}","{'x': 0.775014936923981, 'y': 0.220215484499931, 'z': 0.014352663420141}","{'x': 0.906319200992584, 'y': 0.332591533660889, 'z': -0.008321126922965}","{'x': 0.876608788967133, 'y': 0.43996649980545, 'z': 0.010661978274584}","{'x': 0.895063161849976, 'y': 0.375549763441086, 'z': -0.00035863861558}","{'x': 0.91790759563446, 'y': 0.288626849651337, 'z': -0.013338864780962}","{'x': 0.819123566150665, 'y': 0.2824567258358, 'z': 0.001418179832399}","{'x': 0.831156671047211, 'y': 0.420344203710556, 'z': 0.016961202025414}","{'x': 0.823334753513336, 'y': 0.335545986890793, 'z': 0.010553764179349}","{'x': 0.818210184574127, 'y': 0.237461522221565, 'z': -0.005165819544345}","{'x': 0.773702263832092, 'y': 0.614469468593597, 'z': -0.026700511574745}","{'x': 0.679922938346863, 'y': 0.47868624329567, 'z': -0.030254503712058}","{'x': 0.712607681751251, 'y': 0.549767017364502, 'z': -0.02947991527617}","{'x': 0.652264058589935, 'y': 0.420018374919891, 'z': -0.027657356113195}","{'x': 0.855216324329376, 'y': 0.645648300647736, 'z': 5.54463213e-07}"
1.0,{'Open_Palm': 0.65750652551651},"{'x': 0.693195760250092, 'y': 0.312670826911926, 'z': 0.00161795062013}","{'x': 0.725441694259644, 'y': 0.451569795608521, 'z': 0.01562980003655}","{'x': 0.701538562774658, 'y': 0.364772826433182, 'z': 0.01051242928952}","{'x': 0.68949431180954, 'y': 0.266109585762024, 'z': -0.006177114788443}","{'x': 0.749134957790375, 'y': 0.292358905076981, 'z': 0.005171208176762}","{'x': 0.766591012477875, 'y': 0.439830869436264, 'z': 0.016389187425375}","{'x': 0.75237363576889, 'y': 0.349468767642975, 'z': 0.014122357591987}","{'x': 0.751207530498505, 'y': 0.245410785079002, 'z': -0.002302250126377}","{'x': 0.881233930587769, 'y': 0.358623266220093, 'z': -0.020356142893434}","{'x': 0.850468933582306, 'y': 0.466959267854691, 'z': 0.002084067789838}","{'x': 0.870769381523132, 'y': 0.403232097625732, 'z': -0.011209480464458}","{'x': 0.892394065856934, 'y': 0.31428861618042, 'z': -0.026295240968466}","{'x': 0.796077609062195, 'y': 0.308601200580597, 'z': -0.012558244168758}","{'x': 0.806122660636902, 'y': 0.447262316942215, 'z': 0.010676774196327}","{'x': 0.800145030021667, 'y': 0.363133072853088, 'z': -0.000146635618876}","{'x': 0.795677363872528, 'y': 0.262776255607605, 'z': -0.021149534732103}","{'x': 0.742577970027924, 'y': 0.635627031326294, 'z': -0.022974332794547}","{'x': 0.652382671833038, 'y': 0.507614493370056, 'z': -0.029151447117329}","{'x': 0.685135126113892, 'y': 0.576195180416107, 'z': -0.026408582925797}","{'x': 0.626726567745209, 'y': 0.448103845119476, 'z': -0.029128778725863}","{'x': 0.823407173156738, 'y': 0.667363047599792, 'z': 5.17452918e-07}"
